Id,Label,female,body,sexual,face,skin,objectifies,python_pagerank,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,chanelofficial,hm,jacquemus,sheinofficial,Degree,Weighted Degree,stat_inf_class,clustering,triangles
loafer,loafer,0.020053,0.069714,0.003409,1,0.058265,0.181818,0.150042,9,0.00056,2,0.522752,0.543523,63.175969,0,1,0,0,129,0.000344,45,0.648991,5275
local,local,0.020835,0.046562,0,0.952381,0.130338,0.285714,0.150058,9,0.000806,2,0.535609,0.566484,239.140673,0,1,0,0,196,0.000471,191,0.538779,10191
loli,loli,0.015204,0.005488,0,1,0.241776,0.25,0.150017,5,0.000337,3,0.511033,0.522047,9.701586,1,0,0,0,67,0.00014,193,0.77669,1666
london,london,0.026065,0.050147,0,1,0.299683,0,0.150025,3,0.000206,3,0.502065,0.507539,0.473317,0,1,0,0,29,0.000213,19,0.92328,349
look,look,0.030359,0.052081,0.000865,0.971098,0.257041,0.364162,0.150582,6,0.002378,2,0.631055,0.707676,5523.242953,0.150289,0.404624,0.271676,0.17341,608,0.004833,223,0.247443,45510
lookbook,lookbook,0.023334,0.03451,0,0.944444,0.090436,0.166667,0.15008,8,0.000505,2,0.519217,0.537012,58.05531,0,1,0,0,110,0.000658,162,0.64577,3801
los,los,0.015174,0.022646,0,1,0.354129,0.363636,0.150029,5,0.000501,2,0.519957,0.538382,30.548,1,0,0,0,114,0.000238,5,0.747946,4733
lot,lot,0.015086,0.02325,0.010336,1,0.188573,0.2,0.150022,6,0.000339,3,0.511033,0.522047,16.227619,0,0,1,0,67,0.000183,231,0.744056,1596
loudly,loudly,0.050988,0.063061,0,1,0.362908,0,0.150014,1,0.000359,3,0.51211,0.523875,1.686836,0,0,1,0,72,0.00011,76,0.937223,2329
loungewear,loungewear,0.045131,0.084319,0,1,0.118092,1,0.150066,3,0.000183,3,0.502757,0.506854,0.063331,0,0,1,0,24,0.000623,153,0.916996,232
love,love,0.025087,0.034803,0.001333,0.968421,0.252011,0.410526,0.150496,0,0.001901,2,0.601898,0.669294,3040.876802,0.031579,0.142105,0.757895,0.068421,496,0.00417,80,0.326389,39906
low,low,0.031381,0.067812,0.000764,1,0.165745,0.5,0.150058,9,0.000656,2,0.52824,0.553461,115.032218,0.083333,0.916667,0,0,158,0.000489,287,0.59105,7238
luck,luck,0.0101,0.039748,0,1,0.676346,0,0.150009,2,0.000316,3,0.510318,0.520448,0.790943,1,0,0,0,62,0.00007,78,0.957923,1753
luminous,luminous,0.016612,0.057342,0,1,0.351057,0,0.150011,2,0.000383,3,0.513552,0.526616,21.5295,1,0,0,0,80,0.000092,147,0.69815,2151
luxury,luxury,0.035921,0.055187,0,0.666667,0.19699,0.666667,0.150035,3,0.000201,3,0.503972,0.508796,1.883237,0,1,0,0,29,0.000319,220,0.81746,309
lyall,lyall,0.009092,0.005622,0,1,0.233323,0,0.150008,5,0.000411,3,0.514276,0.529358,14.409694,1,0,0,0,90,0.000062,182,0.786261,3079
lyocell,lyocell,0.018205,0.09279,0,1,0.091017,0,0.150026,9,0.000175,3,0.498122,0.502856,0,0,1,0,0,20,0.00022,260,0.964912,165
m,m,0.025791,0.043201,0.001862,0.944954,0.218383,0.192661,0.150353,3,0.001782,2,0.591407,0.654558,2865.297512,0.449541,0.550459,0,0,453,0.002923,19,0.30376,30961
mademoiselle,mademoiselle,0.05961,0.051624,0,0.954545,0.360975,0.272727,0.15009,2,0.000741,2,0.531125,0.558602,250.880353,1,0,0,0,173,0.000753,175,0.525908,7734
magazine,magazine,0.028647,0.031102,0,0.846154,0.284033,0.538462,0.150094,0,0.00055,2,0.522377,0.542838,92.102038,0.153846,0,0.538462,0.307692,127,0.000815,219,0.618667,4872
magic,magic,0.017338,0.050034,0.001873,1,0.266518,0.142857,0.150022,2,0.000637,2,0.527095,0.551405,128.195726,0.285714,0.714286,0,0,152,0.000178,222,0.541722,6135
magical,magical,0.023437,0.01817,0,1,0.771938,0.666667,0.150014,2,0.00032,3,0.509605,0.520219,5.869136,1,0,0,0,63,0.000119,147,0.841883,1592
maigret,maigret,0.01399,0.01546,0,1,0.134398,0,0.150034,5,0.000768,2,0.533846,0.5634,206.375632,1,0,0,0,187,0.000275,46,0.530253,9123
mail,mail,0.020805,0.040849,0,0.333333,0.312251,0.666667,0.150017,8,0.000258,3,0.506949,0.514393,2.16237,0,1,0,0,45,0.000141,96,0.885835,838
mainly,mainly,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,56,0.988574,15573
maison,maison,0.011194,0.016194,0.001563,1,0.27806,0,0.150015,5,0.000499,2,0.520143,0.538725,49.448403,1,0,0,0,115,0.000123,277,0.646639,4165
make,make,0.021043,0.033206,0.00067,0.944444,0.264068,0.452381,0.150283,8,0.002158,2,0.621115,0.694997,3998.965632,0.150794,0.396825,0.285714,0.166667,571,0.0023,111,0.295002,47839
makeup,makeup,0.020739,0.053149,0,0.909091,0.375558,0.181818,0.150047,2,0.000543,2,0.522004,0.542152,75.405274,0.818182,0.181818,0,0,125,0.000396,154,0.586808,4475
maman,maman,0.051123,0.061784,0,1,0.567402,0,0.15003,2,0.000258,3,0.506949,0.513936,7.594511,0,0,1,0,43,0.000249,255,0.799071,688
man,man,0.032069,0.04679,0.000945,0.967949,0.237878,0.365385,0.150638,6,0.002163,2,0.612253,0.683345,5433.362753,0.064103,0.160256,0.737179,0.038462,537,0.005554,157,0.247664,35510
manchester,manchester,0.011372,0.01733,0.006246,0.941176,0.360089,0,0.150083,5,0.001141,2,0.556021,0.600754,548.538151,1,0,0,0,296,0.000678,114,0.443999,19254
mania,mania,0.030555,0.07151,0,0.666667,0.49482,0.666667,0.150013,2,0.000236,3,0.505019,0.511995,0.0119,1,0,0,0,40,0.000108,35,0.977058,724
mannequin,mannequin,0.016623,0.016898,0,0.75,0.171624,0.75,0.15003,8,0.000312,3,0.509072,0.518963,13.948259,0,1,0,0,59,0.00026,96,0.713854,1180
many,many,0.022846,0.027963,0,1,0.199071,0.4,0.150038,0,0.000237,3,0.505019,0.511995,1.289855,0,0,0,1,40,0.00033,186,0.889339,659
map,map,0.032979,0.016378,0,1,0.183324,0,0.150024,6,0.000207,3,0.500171,0.506283,0.445542,0,0,0,1,29,0.000207,278,0.910053,344
march,march,0.017358,0.050131,0,0.933333,0.079621,0.333333,0.15004,9,0.000613,2,0.525576,0.548663,78.394912,0,1,0,0,144,0.000325,270,0.64838,6583
marder,marder,0.011905,0.007517,0,1,0.401362,0,0.150015,5,0.000506,3,0.519772,0.538268,70.82249,1,0,0,0,114,0.000122,245,0.618363,3913
maria,maria,0.025899,0,0,1,0.477101,0,0.150013,5,0.00034,3,0.508008,0.519877,10.10773,1,0,0,0,66,0.000111,7,0.783173,1629
marie,marie,0.047177,0.057526,0,1,0.395494,0.142857,0.150028,1,0.000378,3,0.51301,0.525588,7.698424,0,0,1,0,77,0.000237,76,0.875789,2496
marion,marion,0.015767,0.015473,0,1,0.140554,0,0.150025,5,0.000537,2,0.52163,0.541467,60.837795,1,0,0,0,123,0.000199,187,0.662241,4888
marseille,marseille,0.019539,0.024325,0,0.7,0.124784,0.4,0.150049,0,0.000361,2,0.512649,0.524674,22.422492,0,0,1,0,74,0.000442,179,0.733257,1927
marseillee,marseillee,0.01922,0.024538,0,0.666667,0.125449,0.333333,0.150016,0,0.000259,3,0.505895,0.513936,0.506101,0,0,1,0,46,0.000129,179,0.935354,926
mary,mary,0.011357,0.032444,0.005018,1,0.207978,0,0.150014,9,0.000453,2,0.517927,0.534613,25.015208,1,0,0,0,103,0.000117,127,0.744127,3833
master,master,0.027945,0.044494,0,1,0.233026,0.285714,0.150032,7,0.000406,2,0.51482,0.528787,25.830177,0.285714,0,0,0.714286,86,0.00027,207,0.741737,2648
mat,mat,0.0449,0.034388,0,1,0.07252,0.090909,0.150158,0,0.000214,3,0.503798,0.509824,1.57402,0,0,1,0,34,0.001506,169,0.850379,449
match,match,0.018854,0.059695,0.00132,1,0.140457,0.133333,0.150075,9,0.000849,2,0.538575,0.571624,281.902871,0.4,0.6,0,0,211,0.000638,72,0.503896,11058
matching,matching,0.022778,0.052319,0,1,0.136894,0,0.150029,7,0.000402,3,0.514276,0.528216,38.325325,0.4,0.4,0,0.2,85,0.000245,202,0.633104,2207
material,material,0.020325,0.024805,0,0.8,0.225605,0.2,0.150039,8,0.000505,2,0.519587,0.537697,74.963564,0.2,0.7,0,0.1,112,0.000321,96,0.594267,3628
matter,matter,0.023379,0.049114,0,0.916667,0.230659,0.583333,0.150048,5,0.000341,3,0.511033,0.521819,11.999048,0,1,0,0,66,0.000394,40,0.804808,1674
maviee,maviee,0.08052,0.041134,0,0.833333,0.150233,0,0.150047,6,0.000242,3,0.506597,0.51348,1.120246,0,0,1,0,42,0.000406,203,0.889024,729
mean,mean,0.015086,0.02325,0.010336,1,0.188573,0.2,0.150022,6,0.000339,3,0.511033,0.522047,16.227619,0,0,1,0,67,0.000183,231,0.744056,1596
meet,meet,0.034042,0.038676,0,0.882353,0.33135,0.588235,0.15012,2,0.000624,2,0.526145,0.549692,121.562589,0.529412,0.352941,0.058824,0.058824,147,0.001071,155,0.573831,6074
menswear,menswear,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,204,0.988574,15573
merci,merci,0.039741,0.060422,0,1,0.209607,0.333333,0.150098,0,0.000388,2,0.514276,0.527759,15.73362,0,0,1,0,83,0.000845,91,0.762722,2533
merino,merino,0.028031,0.148922,0,1,0.097218,0.75,0.150023,9,0.000209,3,0.502757,0.508453,0,0,1,0,0,31,0.00019,261,0.977011,425
mermaid,mermaid,0.024411,0.067901,0,1,0.199308,1,0.15002,9,0.000215,3,0.503103,0.509139,1.681692,0,1,0,0,33,0.000169,240,0.846774,420
merry,merry,0.033162,0.028322,0,1,0.137423,0.333333,0.150027,0,0.000189,3,0.499829,0.505369,0.060787,0,0,0,1,26,0.000233,275,0.953333,286
mesh,mesh,0.020062,0.059212,0,0.8125,0.130363,0.625,0.150073,9,0.000648,2,0.527286,0.551748,132.843986,0,1,0,0,153,0.000633,15,0.55359,6353
metal,metal,0.024324,0.04193,0.002753,0.944444,0.255892,0.444444,0.15008,0,0.000879,2,0.539571,0.573338,381.391648,0.166667,0.611111,0.166667,0.055556,216,0.000684,129,0.460943,10604
metallic,metallic,0.011241,0.035874,0.005018,0.75,0.188712,0.25,0.150015,8,0.00044,2,0.517009,0.532899,35.176588,0.5,0.5,0,0,98,0.000122,287,0.690292,3214
metier,metier,0.011159,0.019382,0.005774,0.930233,0.326504,0.023256,0.150074,5,0.001271,2,0.563538,0.612748,802.303796,1,0,0,0,331,0.000596,73,0.409782,22245
microphone,microphone,0.02769,0.012657,0,1,0.217137,0,0.150042,4,0.000311,3,0.51014,0.520334,5.581642,0.333333,0.666667,0,0,62,0.000429,277,0.836066,1530
midi,midi,0.018205,0.09279,0,1,0.091017,0,0.150026,9,0.000175,3,0.498122,0.502856,0,0,1,0,0,20,0.00022,260,0.964912,165
midnight,midnight,0.041801,0.058766,0.002533,1,0.350533,0,0.150018,1,0.000563,3,0.522752,0.543751,90.592843,0.25,0,0.75,0,130,0.000145,76,0.62609,5169
mikael,mikael,0.013714,0.0257,0,1,0.04218,0.666667,0.15002,5,0.000422,3,0.515548,0.530615,18.499476,1,0,0,0,92,0.000164,154,0.751893,3079
mini,mini,0.02552,0.063778,0.001036,0.967742,0.136237,0.225806,0.150126,9,0.001092,2,0.552652,0.595271,514.94042,0.129032,0.83871,0.032258,0,280,0.001078,97,0.453134,17573
minimalism,minimalism,0.024715,0.040379,0,0.6,0.313187,0.4,0.150042,3,0.000242,3,0.503624,0.510852,7.657954,0,1,0,0,39,0.000362,90,0.716927,504
mirror,mirror,0.03388,0.030206,0,0.95,0.298228,0.45,0.15017,4,0.000857,2,0.537385,0.569568,423.169187,0.1,0.15,0.3,0.45,205,0.001545,181,0.435767,9023
miss,miss,0.033903,0.054972,0,0.555556,0.374968,0.444444,0.150121,5,0.000285,2,0.508362,0.51645,12.741017,0,0,1,0,50,0.001143,225,0.732143,861
mix,mix,0.01592,0.063608,0,0.875,0.217662,0.375,0.15003,2,0.000503,2,0.520143,0.538725,46.469099,0.5,0.5,0,0,115,0.000252,119,0.670859,4321
model,model,0.026452,0.040201,0,0.973684,0.313377,0.578947,0.150166,4,0.001079,2,0.550151,0.591158,668.657099,0.526316,0.184211,0.210526,0.078947,268,0.001423,226,0.420687,14939
modern,modern,0.025623,0.037574,0,1,0.213493,0,0.150035,7,0.000366,3,0.512289,0.524218,22.771415,0,0.333333,0,0.666667,73,0.000288,108,0.726526,1857
moment,moment,0.033334,0.047848,0.002153,0.875,0.134425,0.416667,0.150156,0,0.000488,2,0.518848,0.536326,66.97404,0,0,0.916667,0.083333,108,0.001328,81,0.644683,3656
monn,monn,0.076144,0.075147,0,1,0.45513,0.4,0.150028,2,0.000234,3,0.50467,0.511081,0.101694,1,0,0,0,37,0.000234,175,0.95873,604
monochrome,monochrome,0.04052,0.077076,0.002897,1,0.102363,0.3,0.150096,9,0.000482,2,0.519402,0.537354,29.603601,0.1,0.9,0,0,111,0.000881,15,0.698415,4187
montagne,montagne,0.048127,0.066383,0,0.84375,0.161085,0.609375,0.150481,4,0.000514,2,0.520885,0.540096,40.954109,0,0,1,0,119,0.00422,185,0.698971,4825
month,month,0.017241,0.025761,0.001903,1,0.280906,0.151515,0.150091,4,0.000852,2,0.541775,0.577108,182.325845,0.181818,0,0.818182,0,227,0.000838,4,0.741082,18842
mood,mood,0.029735,0.039532,0,0.914894,0.199565,0.595745,0.150235,7,0.000772,2,0.532676,0.561343,295.417054,0,0.106383,0.148936,0.744681,181,0.001962,220,0.488144,7864
more,more,0.014601,0.02319,0.001405,0.967391,0.239983,0.228261,0.150141,5,0.002512,2,0.647294,0.727553,6133.81301,0.543478,0.108696,0.315217,0.032609,666,0.001128,105,0.254326,56150
morning,morning,0.023345,0.018078,0,1,0.538864,0.333333,0.150014,2,0.000326,3,0.51014,0.521019,10.54518,0.666667,0.333333,0,0,65,0.000119,222,0.764385,1541
mosaic,mosaic,0.00864,0.033725,0.002959,1,0.189518,0,0.150015,3,0.000414,2,0.515548,0.530158,28.211051,1,0,0,0,90,0.000126,13,0.674157,2640
most,most,0.031284,0.034275,0.003641,0.914286,0.338105,0.228571,0.150108,6,0.001078,2,0.551398,0.593215,602.045622,0.457143,0.085714,0.457143,0,274,0.000885,73,0.453755,16847
mother,mother,0.065006,0.038123,0,0.904762,0.169273,0,0.150122,6,0.000439,3,0.51646,0.532328,23.698831,0,0,1,0,97,0.001029,25,0.730263,3330
motif,motif,0.019756,0.048796,0.002759,0.909091,0.215301,0.272727,0.150033,2,0.000858,2,0.538973,0.57231,321.242513,0.818182,0.181818,0,0,213,0.000267,120,0.477332,10676
motivate,motivate,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,136,0.988574,15573
motivational,motivational,0.026935,0.032997,0,1,0.189659,0.777778,0.150077,7,0.000253,3,0.507302,0.514622,1.426782,0,0,0,1,45,0.000673,220,0.864693,818
motorcycle,motorcycle,0.041065,0.014502,0,0.833333,0.264115,0.666667,0.15009,1,0.000313,3,0.509072,0.518277,31.476225,0,0.333333,0.666667,0,56,0.00083,100,0.661279,982
mountain,mountain,0.038001,0.04395,0,0.857143,0.033579,0.428571,0.150054,0,0.000408,2,0.515184,0.529472,25.432817,0.285714,0,0.714286,0,88,0.000471,186,0.722534,2703
mouth,mouth,0.045716,0.095133,0,0.911765,0.317974,0.323529,0.15018,2,0.001289,2,0.560723,0.608293,1076.508452,0.176471,0.323529,0.5,0,318,0.001531,236,0.340434,17051
move,move,0.037522,0.062068,0,0.777778,0.135111,0.666667,0.15011,7,0.000197,3,0.501719,0.506854,2.717623,0,1,0,0,27,0.001065,220,0.753846,245
movie,movie,0.019164,0.010973,0,1,0.129307,0.2,0.150029,7,0.000477,2,0.517743,0.53427,79.766253,0.4,0.2,0,0.4,102,0.000247,186,0.570693,2882
ms,ms,0.032979,0.016378,0,1,0.183324,0,0.150024,6,0.000207,3,0.500171,0.506283,0.445542,0,0,0,1,29,0.000207,278,0.910053,344
much,much,0.034908,0.032795,0,1,0.371769,0,0.150022,0,0.000268,3,0.507832,0.51565,8.086567,0,0,0.666667,0.333333,48,0.000183,200,0.694727,751
mule,mule,0.023432,0.076011,0.006086,1,0.314566,0.153846,0.150056,9,0.000642,2,0.527095,0.551405,124.552081,0,1,0,0,152,0.000463,151,0.567064,6422
multi,multi,0.012845,0.026159,0.006241,1,0.221348,0,0.150016,7,0.000399,3,0.51482,0.529015,26.234845,0.666667,0,0,0.333333,87,0.000138,58,0.695759,2543
multicoloure,multicoloure,0.008141,0.043565,0.002291,1,0.156712,0,0.150013,3,0.000494,2,0.519957,0.538382,39.605891,1,0,0,0,114,0.000104,48,0.6811,4310
musera,musera,0.046212,0.052392,0,1,0.059558,0.571429,0.150097,6,0.000214,3,0.505019,0.510624,1.233088,0,0,0,1,34,0.000896,168,0.833333,440
music,music,0.027563,0.031282,0.002405,0.918919,0.349416,0.135135,0.150101,8,0.001006,2,0.546852,0.585675,522.180041,0.567568,0.081081,0.351351,0,252,0.00082,1,0.4749,14900
mysterious,mysterious,0.032715,0.025719,0,1,0.067706,0.75,0.150013,2,0.000292,2,0.508894,0.517478,0.360709,1,0,0,0,53,0.000104,227,0.966817,1282
nadia,nadia,0.027781,0.038735,0,0.923077,0.373707,0.076923,0.150055,8,0.000323,2,0.511033,0.52159,2.224471,0,0,1,0,65,0.000454,231,0.885913,1786
nail,nail,0.019969,0.021256,0,0.933333,0.077984,0.866667,0.150229,8,0.000548,2,0.52219,0.542495,78.856498,0.022222,0.933333,0,0.044444,126,0.002032,69,0.657032,5092
natural,natural,0.017529,0.061717,0,1,0.292308,0,0.150012,9,0.000399,2,0.514457,0.528101,29.8586,0.333333,0.666667,0,0,84,0.000097,159,0.701734,2388
naturally,naturally,0.022705,0.051926,0,1,0.263784,0.2,0.15002,2,0.000431,2,0.51573,0.5305,52.750924,0.8,0,0,0.2,91,0.000163,61,0.628714,2518
ndeg,ndeg,0.023667,0.036671,0,0.869565,0.583251,0.347826,0.150064,2,0.00072,3,0.530545,0.557802,201.02729,1,0,0,0,171,0.000525,206,0.502959,7225
neck,neck,0.033245,0.094899,0.001424,0.807692,0.225103,0.423077,0.150144,9,0.001026,2,0.546442,0.58499,656.060846,0.115385,0.615385,0.269231,0,250,0.001225,205,0.410578,12677
necklace,necklace,0.030317,0.068225,0.000202,0.969388,0.292321,0.403061,0.150504,2,0.003492,2,0.716601,0.802262,15718.578961,0.239796,0.352041,0.188776,0.219388,884,0.004149,118,0.179467,69885
need,need,0.029892,0.037887,0.000915,1,0.167674,0.5,0.150115,7,0.000467,3,0.517009,0.533585,60.151453,0,0.1,0.05,0.85,101,0.000981,160,0.658586,3260
neige,neige,0.013714,0.0257,0,1,0.04218,0.666667,0.15002,5,0.000422,3,0.515548,0.530615,18.499476,1,0,0,0,92,0.000164,109,0.751893,3079
net,net,0.023543,0.074724,0.000519,0.958333,0.22937,0.75,0.150139,9,0.000465,3,0.517376,0.534042,44.650969,0,0.875,0,0.125,102,0.001226,184,0.654257,3304
never,never,0.02724,0.044982,0.001615,0.96875,0.161299,0.25,0.150143,6,0.000928,2,0.542178,0.577793,492.043547,0.09375,0.15625,0.4375,0.3125,229,0.001192,135,0.469549,12151
new,new,0.026144,0.041619,0.000704,0.857143,0.219565,0.413534,0.150372,0,0.002492,2,0.642448,0.721727,6480.22908,0.120301,0.263158,0.353383,0.263158,649,0.003064,247,0.256655,53802
next,next,0.033727,0.03845,0.000482,0.862745,0.292967,0.529412,0.150268,0,0.001861,2,0.600165,0.666895,2771.043139,0.039216,0.294118,0.568627,0.098039,489,0.002263,18,0.323804,38477
night,night,0.036371,0.060907,0,0.893617,0.281716,0.297872,0.15024,1,0.00113,2,0.551398,0.593215,996.34605,0.085106,0.446809,0.255319,0.212766,274,0.002027,194,0.392669,14579
nike,nike,0.04018,0.028191,0,0.75,0.127168,0.833333,0.15008,0,0.00036,2,0.51193,0.523304,28.111275,0,0,1,0,70,0.000677,225,0.680307,1596
ning,ning,0.01645,0.01279,0,1,0.177738,0,0.150021,5,0.000314,3,0.509783,0.519648,0.737493,1,0,0,0,60,0.000167,46,0.949737,1625
nl,nl,0.025562,0.05206,0,1,0.112673,0.222222,0.150045,3,0.000417,3,0.515184,0.529701,30.373566,0,1,0,0,89,0.000373,185,0.669801,2564
no,no,0.022344,0.057849,0,0.933333,0.202731,0.466667,0.150065,5,0.000399,3,0.513371,0.526274,40.42999,0,1,0,0,79,0.000536,261,0.703297,2112
noaille,noaille,0.010516,0.030568,0.001973,1,0.173985,0,0.150021,3,0.000524,2,0.521258,0.540781,54.648531,1,0,0,0,121,0.000166,102,0.628852,4490
noir,noir,0.011844,0.03819,0,1,0.534862,0,0.15001,2,0.000227,3,0.504147,0.510738,0,1,0,0,0,37,0.000084,154,0.980952,618
nose,nose,0.04247,0.092097,0.000288,0.985915,0.35076,0.239437,0.150585,2,0.003311,2,0.692125,0.777587,13014.425182,0.234742,0.42723,0.333333,0.004695,812,0.004811,87,0.169972,55828
november,november,0.028912,0.036519,0,0.933333,0.330401,0.233333,0.150154,8,0.000656,2,0.527095,0.551405,144.974728,0,1,0,0,152,0.001291,266,0.5434,6154
now,now,0.033753,0.045784,0,0.87963,0.155111,0.583333,0.150463,4,0.001645,2,0.582203,0.641193,2298.289523,0.12037,0.222222,0.657407,0,414,0.003891,16,0.31953,27185
nylon,nylon,0.019431,0.068378,0,1,0.064503,0.1,0.150039,9,0.000373,2,0.513371,0.526045,11.024619,0,1,0,0,78,0.000342,221,0.790499,2313
object,object,0.010788,0.012651,0.002512,1,0.249098,0.2,0.150037,5,0.000741,2,0.536003,0.567169,41.96625,0,0,0.96,0.04,198,0.000309,42,0.874029,16874
obsess,obsess,0.040432,0.076015,0,0.714286,0.313714,0.285714,0.150049,0,0.000266,3,0.507832,0.51565,4.563415,0,0,0.857143,0.142857,48,0.000418,153,0.820537,887
obssesion,obssesion,0.039596,0.042361,0.007568,1,0,0.5,0.150053,6,0.000225,3,0.504495,0.510281,6.091879,0,0,1,0,34,0.000487,41,0.748106,395
occasion,occasion,0.023225,0.043965,0,0.944444,0.247681,0.222222,0.150109,6,0.000712,2,0.53016,0.556888,270.154633,0.277778,0.333333,0,0.388889,168,0.000923,173,0.485535,6730
ocean,ocean,0.016071,0.07082,0,1,0.533617,0,0.150013,9,0.00021,3,0.498463,0.505826,0,0,1,0,0,32,0.000102,115,0.987097,459
ode,ode,0.017555,0.029597,0.000978,1,0.408838,0.333333,0.150024,5,0.000466,2,0.518479,0.535641,23.486446,1,0,0,0,106,0.000194,273,0.772711,4219
offer,offer,0.012809,0.022268,0.005412,0.866667,0.402979,0,0.150028,5,0.000778,2,0.534628,0.56477,262.31833,1,0,0,0,191,0.000226,245,0.529992,9516
office,office,0.031563,0.04936,0,1,0.464055,0,0.150037,9,0.000293,3,0.508717,0.51782,10.715154,0,0.75,0.25,0,55,0.000326,240,0.696017,996
old,old,0.03369,0.033091,0,1,0.106574,0.166667,0.150038,4,0.000505,2,0.519957,0.538382,69.725983,0.333333,0,0.5,0.166667,114,0.000328,88,0.581068,3677
oliver,oliver,0.05308,0.078239,0,1,0.152237,0.666667,0.150028,6,0.000215,3,0.505019,0.510167,1.039165,0,0,1,0,32,0.000242,138,0.866667,403
one,one,0.016538,0.028998,0.004775,0.941176,0.346035,0.058824,0.150038,5,0.000701,2,0.530738,0.557916,153.30685,0.823529,0.176471,0,0,171,0.000309,245,0.586704,8428
online,online,0.02322,0.011938,0,1,0.140614,0.6,0.150042,8,0.000255,3,0.503624,0.511995,5.667066,0,0.8,0,0.2,44,0.000369,96,0.767442,693
only,only,0.023721,0.051292,0,0.8,0.243693,0,0.150049,2,0.000361,3,0.512289,0.524218,30.27492,0.8,0.2,0,0,73,0.000419,0,0.652191,1667
oo,oo,0.02684,0.073195,0,1,0.304137,0.666667,0.150039,0,0.000205,3,0.501892,0.507882,1.337763,0,0,1,0,31,0.000357,196,0.811494,353
open,open,0.028513,0.059268,0.00174,0.942029,0.276925,0.246377,0.150199,2,0.002048,2,0.61251,0.683687,3720.272233,0.144928,0.231884,0.623188,0,538,0.001657,192,0.302843,43584
orange,orange,0.037005,0.053555,0.00141,0.897059,0.363592,0.323529,0.150342,4,0.001698,2,0.588781,0.650788,2254.117829,0.014706,0.264706,0.558824,0.161765,442,0.002935,2,0.359751,34903
ord,ord,0.019301,0.084693,0,0.75,0.332074,0,0.150026,9,0.000264,3,0.507125,0.514965,4.460526,0,1,0,0,47,0.000219,48,0.790338,818
order,order,0.011117,0.014003,0.002094,0.966667,0.312328,0.3,0.150035,5,0.000931,2,0.545829,0.583962,286.080428,0.066667,0,0.9,0.033333,247,0.000282,132,0.65555,19755
ords,ords,0.042605,0.10399,0,1,0.082412,0,0.150033,9,0.000183,3,0.502584,0.506968,0,0,1,0,0,25,0.000298,272,0.949275,262
organza,organza,0.0158,0.026706,0.003664,1,0.07207,0,0.150013,9,0.00033,3,0.50925,0.520905,10.554135,1,0,0,0,67,0.000107,249,0.768765,1649
original,original,0.023464,0.029291,0,1,0.317808,0,0.150021,2,0.000342,2,0.51175,0.522961,14.713061,0.5,0.5,0,0,69,0.000176,215,0.736172,1677
other,other,0.032413,0.040834,0.000858,0.943925,0.268591,0.373832,0.150378,4,0.002191,2,0.62138,0.695339,4276.755395,0.084112,0.280374,0.560748,0.074766,572,0.003239,125,0.284481,46295
out,out,0.034744,0.045009,0,0.938776,0.15665,0.571429,0.150265,3,0.001033,2,0.547467,0.586703,615.021663,0.040816,0.44898,0.510204,0,255,0.002239,117,0.433258,13921
outdoor,outdoor,0.013015,0.046099,0.002306,1,0.1022,0,0.150014,4,0.000434,3,0.515912,0.531757,33.533087,1,0,0,0,96,0.000114,263,0.660246,2948
outerwear,outerwear,0.03207,0.053846,0.004972,1,0.185314,0,0.15002,9,0.000378,3,0.51283,0.525703,21.303552,0,0.75,0,0.25,78,0.000163,275,0.698906,2045
outfit,outfit,0.023216,0.056679,0.001342,0.8,0.175017,0.466667,0.150079,7,0.00054,3,0.520328,0.539753,117.916091,0,0.8,0.066667,0.133333,119,0.000674,276,0.535709,3698
oval,oval,0.015087,0.035467,0,1,0.389975,0.285714,0.150016,2,0.000457,3,0.517009,0.533585,26.416627,0.857143,0.142857,0,0,101,0.000129,106,0.782828,3875
overlook,overlook,0.036034,0.039177,0,1,0.059169,0,0.150035,0,0.000306,3,0.509605,0.519305,10.206886,0,0.2,0.8,0,59,0.000297,186,0.751361,1242
oversize,oversize,0.023779,0.080004,0,1,0.107602,0.142857,0.150042,9,0.00046,3,0.517009,0.533128,50.109922,0,1,0,0,99,0.000357,221,0.703766,3345
oversized,oversized,0.023391,0.079501,0.005471,0.984127,0.158122,0.111111,0.150201,9,0.001128,2,0.552861,0.595613,647.036287,0,1,0,0,281,0.001677,273,0.420993,16444
own,own,0.010665,0.017458,0.002094,0.933333,0.283371,0.166667,0.150036,2,0.00092,2,0.545625,0.583619,267.258446,0.233333,0,0.733333,0.033333,246,0.000291,274,0.681164,20360
pack,pack,0.019992,0.069237,0.004971,0.925926,0.318773,0.185185,0.150095,9,0.000787,2,0.534432,0.564428,227.464441,0,1,0,0,190,0.000791,38,0.530283,9421
