Id,Label,female,body,sexual,face,skin,objectifies,python_pagerank,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,chanelofficial,hm,jacquemus,sheinofficial,Degree,Weighted Degree,stat_inf_class,clustering,triangles
abandon,abandon,0.023159,0.056248,0,0.75,0.268871,0,0.150039,2,0.000227,3,0.504321,0.510852,0.371795,1,0,0,0,37,0.000336,0,0.939683,592
absence,absence,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,136,0.988574,15573
accessible,accessible,0.02026,0.021345,0,1,0.073243,0,0.150022,8,0.000276,2,0.508185,0.516107,0.751521,0,1,0,0,49,0.000183,162,0.949468,1071
accessorize,accessorize,0.036038,0.044145,0.000543,0.978723,0.197491,0.388298,0.150571,4,0.003443,2,0.713796,0.79952,14427.642908,0.085106,0.265957,0.276596,0.37234,876,0.00473,235,0.181298,69324
accessory,accessory,0.031705,0.068706,0.002367,0.642857,0.453137,0.357143,0.150096,2,0.000634,2,0.526715,0.55072,144.971899,0.071429,0.357143,0.428571,0.142857,150,0.000839,116,0.556775,6139
accompany,accompany,0.040532,0.012843,0,1,0.27401,0.125,0.150052,0,0.00064,3,0.526145,0.54992,212.776009,0.375,0.25,0.25,0.125,148,0.000445,7,0.481595,5168
accord,accord,0.031809,0.061134,0,1,0.239122,0.2,0.150022,9,0.000339,3,0.511212,0.522161,19.018131,0.4,0.6,0,0,67,0.000179,177,0.732401,1571
act,act,0.024085,0.023792,0,0.666667,0.356864,0,0.15001,5,0.000475,3,0.515002,0.532557,102.958263,1,0,0,0,102,0.000084,55,0.533465,2694
actress,actress,0.021943,0.04503,0,1,0.465176,0.380952,0.150062,5,0.000936,2,0.542985,0.579164,410.025455,1,0,0,0,233,0.0005,5,0.465592,12476
add,add,0.041253,0.099812,0.003315,0.833333,0.293792,0.333333,0.150045,2,0.000388,3,0.513732,0.526959,26.221656,0,0.666667,0,0.333333,81,0.00039,275,0.659177,2083
adorn,adorn,0.017784,0.048067,0.002116,1,0.248747,0.428571,0.150053,0,0.000907,2,0.541172,0.57608,410.746266,0.5,0.071429,0.142857,0.285714,224,0.00044,284,0.46455,11499
adventure,adventure,0.029986,0.025426,0,1,0.259856,0,0.150031,4,0.000187,3,0.497104,0.503541,0.48209,0,0,0,1,26,0.000288,159,0.853333,256
aesthetic,aesthetic,0.032327,0.026262,0,1,0.149523,0.5,0.150053,7,0.000319,3,0.51014,0.520334,13.535526,0.166667,0,0,0.833333,62,0.000464,158,0.722951,1323
affirm,affirm,0.023159,0.056248,0,0.75,0.268871,0,0.150019,2,0.000227,3,0.504321,0.510852,0.371795,1,0,0,0,37,0.000159,0,0.939683,592
again,again,0.028522,0.05459,0,1,0.236344,0.5,0.150038,0,0.000306,2,0.509962,0.519534,9.596848,0,0.5,0,0.5,59,0.000324,126,0.741077,1225
age,age,0.022567,0.036787,0,1,0.4079,0.266667,0.150041,5,0.000672,2,0.527858,0.552776,232.657961,0.933333,0.066667,0,0,156,0.00033,7,0.519062,6195
ago,ago,0.035128,0.063228,0,1,0.175684,0.555556,0.150084,0,0.000327,2,0.511033,0.52159,10.248255,0,0,1,0,65,0.000736,231,0.763889,1540
ahead,ahead,0.008289,0.007922,0.002731,1,0.268855,0.130435,0.150039,5,0.00078,2,0.538178,0.570939,73.997882,0.021739,0.021739,0.956522,0,209,0.000322,99,0.824693,17754
aime,aime,0.050988,0.063061,0,1,0.362908,0,0.150014,1,0.000359,3,0.51211,0.523875,1.686836,0,0,1,0,72,0.00011,76,0.937223,2329
air,air,0.016877,0.025233,0.001847,0.941176,0.242603,0.264706,0.150082,6,0.001266,2,0.565723,0.616175,872.222847,0.058824,0.088235,0.794118,0.058824,341,0.000692,230,0.480444,27688
alchemy,alchemy,0.032715,0.025719,0,1,0.067706,0.75,0.150013,2,0.000292,2,0.508894,0.517478,0.360709,1,0,0,0,53,0.000104,227,0.966817,1282
alexander,alexander,0.007965,0.008005,0.002731,1,0.262775,0.173913,0.150021,5,0.000714,2,0.534237,0.564085,58.901001,0,0,1,0,189,0.000171,274,0.912106,16033
all,all,0.02406,0.040389,0.002787,0.75,0.295634,0.416667,0.150069,9,0.000671,2,0.528623,0.554147,185.742495,0.166667,0.666667,0,0.166667,160,0.000581,158,0.507284,6372
allure,allure,0.016135,0.031625,0.00055,0.9375,0.405716,0.25,0.15004,5,0.000694,2,0.53016,0.556888,144.733512,1,0,0,0,168,0.000326,41,0.575427,7976
also,also,0.042522,0.069586,0.00082,0.892157,0.201124,0.372549,0.150366,9,0.00261,2,0.643015,0.722413,7891.531547,0.127451,0.529412,0.294118,0.04902,651,0.003026,286,0.217034,45778
always,always,0.020901,0.040207,0,1,0.05238,0.142857,0.150034,8,0.000537,2,0.521444,0.541124,73.312049,0,1,0,0,122,0.000286,159,0.626309,4547
am,am,0.014145,0.017591,0.005412,0.733333,0.386213,0.2,0.150037,5,0.000571,2,0.523314,0.544551,106.318809,0.8,0,0.2,0,132,0.000301,182,0.710159,6047
amanda,amanda,0.076144,0.075147,0,1,0.45513,0.4,0.150028,2,0.000234,3,0.50467,0.511081,0.101694,1,0,0,0,37,0.000234,175,0.95873,604
amazing,amazing,0.021868,0.052876,0,1,0.012885,0.5,0.150024,3,0.000239,3,0.504495,0.511423,1.953434,0,1,0,0,39,0.000199,266,0.854908,601
ambassador,ambassador,0.018926,0.032186,0,1,0.352732,0.25,0.150082,5,0.001195,2,0.557296,0.60281,853.618191,1,0,0,0,302,0.00066,3,0.398117,17975
american,american,0.026124,0.048955,0,1,0.030953,0.333333,0.150032,3,0.000372,2,0.51319,0.525703,23.07782,0,1,0,0,77,0.000267,266,0.668421,1905
amour,amour,0.021527,0.025736,0.001523,0.981818,0.302757,0.248485,0.150389,6,0.001094,2,0.554121,0.59767,568.551556,0,0,1,0,287,0.003259,82,0.572224,23321
angel,angel,0.021891,0.030535,0,1,0.401791,0.5,0.15004,5,0.000413,2,0.515548,0.530158,14.036884,0.8,0,0,0.2,90,0.000335,50,0.818948,3207
angeles,angeles,0.015174,0.022646,0,1,0.354129,0.363636,0.150029,5,0.000501,2,0.519957,0.538382,30.548,1,0,0,0,114,0.000238,193,0.747946,4733
anglaise,anglaise,0.033395,0.117091,0,0.8,0.171309,0.2,0.15004,9,0.000268,3,0.507655,0.515536,5.24582,0,1,0,0,48,0.000348,27,0.786309,850
animaniacs,animaniacs,0.026258,0.050083,0,1,0.343619,0,0.150038,4,0.000232,3,0.505895,0.512109,2.005061,0,0,0,1,38,0.000325,202,0.84985,566
anna,anna,0.015843,0.018003,0,1,0.220243,0,0.150016,5,0.000426,2,0.515912,0.530843,38.81518,1,0,0,0,92,0.000132,254,0.655189,2683
annee,annee,0.040573,0.054609,0,0.970588,0.127472,0.588235,0.150264,6,0.000521,2,0.520514,0.539411,76.698409,0,0,1,0,117,0.002293,138,0.587106,3916
announce,announce,0.030026,0.022534,0,1,0.2906,0.5,0.150049,0,0.000238,3,0.505544,0.512109,1.091898,0,0,1,0,39,0.000419,75,0.86771,610
anton,anton,0.076144,0.075147,0,1,0.45513,0.4,0.150028,2,0.000234,3,0.50467,0.511081,0.101694,1,0,0,0,37,0.000234,175,0.95873,604
app,app,0.023789,0.027013,0,0,0.230565,1,0.150024,5,0.000203,3,0.498974,0.505026,0.083031,0,0,1,0,27,0.000202,225,0.947692,308
appear,appear,0.025678,0.048511,0,1,0.363422,0.25,0.150032,2,0.000369,3,0.51175,0.523875,40.178354,0.75,0.125,0,0.125,73,0.000272,185,0.632238,1616
appliqued,appliqued,0.021608,0.088906,0,1,0.057565,0,0.150019,9,0.000356,3,0.512289,0.524218,7.610308,0,1,0,0,73,0.000154,221,0.827856,2116
architectural,architectural,0.011952,0.021054,0,1,0.153823,0,0.15001,3,0.000385,3,0.513371,0.526959,16.326485,1,0,0,0,82,0.000085,152,0.755556,2448
area,area,0.025936,0.035675,0,0.75,0.108914,0.25,0.150029,0,0.000273,3,0.506949,0.515536,1.805408,0,0,1,0,50,0.000255,179,0.889456,1046
arm,arm,0.039454,0.072896,0.000249,0.852349,0.282477,0.510067,0.150637,2,0.002796,2,0.653381,0.73475,9713.028003,0.067114,0.47651,0.395973,0.060403,687,0.005396,252,0.202081,47480
arrive,arrive,0.016301,0.019268,0.002326,1,0.251363,0.148148,0.150056,3,0.000764,2,0.537385,0.569568,50.54289,0,0.185185,0.814815,0,205,0.000481,10,0.843669,17469
art,art,0.017216,0.030934,0.003892,0.943662,0.27632,0.056338,0.150146,5,0.001688,2,0.588306,0.650103,1962.869949,0.802817,0.098592,0.028169,0.070423,440,0.001186,284,0.333157,32030
artistic,artistic,0.009257,0.029534,0,1,0.155736,0,0.150011,3,0.000389,3,0.513913,0.52753,15.644111,1,0,0,0,83,0.000086,102,0.763324,2535
artwork,artwork,0.04419,0.046346,0,1,0.147074,0,0.150056,6,0.000196,3,0.50293,0.507882,0.523792,0,0,1,0,28,0.00053,202,0.894587,314
as,as,0.039119,0.061952,0.00016,0.897436,0.252531,0.410256,0.150292,0,0.002388,2,0.628879,0.704935,5692.653213,0.24359,0.346154,0.346154,0.064103,600,0.002429,285,0.237447,42527
asian,asian,0.054463,0.061209,0,1,0.08946,0,0.150039,9,0.000217,3,0.503972,0.509938,1.64514,0,1,0,0,34,0.000377,27,0.823864,435
assertive,assertive,0.017725,0.030346,0,1,0.445537,0.375,0.150022,5,0.000359,2,0.51283,0.525017,0.906638,1,0,0,0,75,0.000176,50,0.958904,2590
asymmetric,asymmetric,0.022975,0.049661,0,0.8,0.098964,0.4,0.150018,9,0.000378,2,0.513732,0.526731,12.358467,0,1,0,0,80,0.00015,100,0.789679,2433
asymmetrical,asymmetrical,0.021931,0.052869,0,1,0.474937,0.333333,0.150032,9,0.000336,3,0.510676,0.52159,19.475593,0,1,0,0,66,0.000274,180,0.661058,1375
athleisure,athleisure,0.027149,0.039152,0,1,0.116571,0.888889,0.15005,0,0.000325,2,0.510676,0.520905,10.401657,0,0,0,1,63,0.000417,228,0.772078,1460
atmosphere,atmosphere,0.023624,0.042507,0,1,0.278123,0,0.150022,5,0.000508,2,0.520328,0.539068,55.581958,1,0,0,0,116,0.000183,131,0.651259,4269
attire,attire,0.02759,0.03206,0.003152,1,0.165173,0.5,0.150057,6,0.000393,3,0.51283,0.525931,44.114516,0,0.375,0.625,0,79,0.000491,19,0.605062,1817
autumn,autumn,0.019861,0.064648,0,0.571429,0.155108,0.285714,0.15003,9,0.000289,3,0.508894,0.517706,0.285193,0,1,0,0,54,0.000249,283,0.955733,1317
available,available,0.031367,0.045248,0,0.837209,0.144235,0.534884,0.150405,4,0.001459,2,0.571261,0.624743,1705.091115,0.186047,0.186047,0.55814,0.069767,366,0.003448,163,0.346154,22995
avant,avant,0.011734,0.015236,0.006765,0.916667,0.425125,0,0.15002,5,0.000479,2,0.519217,0.537012,11.691777,1,0,0,0,110,0.000162,182,0.856439,5041
award,award,0.029713,0.047287,0,1,0.319557,0,0.150064,3,0.000342,3,0.510854,0.521476,31.84611,0,0.857143,0,0.142857,65,0.000556,19,0.631944,1274
back,back,0.031423,0.038608,0.001034,0.76,0.371538,0.48,0.150318,7,0.001123,2,0.551607,0.593557,985.424267,0.04,0.12,0.44,0.4,275,0.002763,126,0.403225,15081
backdrop,backdrop,0.023083,0.02773,0,1,0.173971,0.166667,0.150049,0,0.000455,2,0.516826,0.532557,88.607932,0.166667,0.166667,0.5,0.166667,97,0.000421,278,0.550439,2510
background,background,0.033208,0.039854,0.000422,0.856502,0.198528,0.457399,0.150711,0,0.003508,2,0.70688,0.792666,17100.721595,0.103139,0.156951,0.573991,0.165919,856,0.00586,9,0.166843,60912
backstage,backstage,0.039575,0.048274,0,0.894737,0.24201,0.342105,0.150258,0,0.000623,2,0.525955,0.549349,115.758153,0,0.105263,0.894737,0,146,0.002238,61,0.620881,6482
bag,bag,0.034055,0.056908,0.002228,0.780822,0.185322,0.287671,0.150302,4,0.002098,2,0.615872,0.688143,3740.174711,0.013699,0.438356,0.506849,0.041096,551,0.002555,244,0.297791,44959
baggy,baggy,0.033889,0.060242,0,1,0.0874,0.384615,0.150064,9,0.000402,3,0.514457,0.528558,21.476011,0,1,0,0,86,0.000549,45,0.711204,2539
bahia,bahia,0.015204,0.005488,0,1,0.241776,0.25,0.150017,5,0.000337,3,0.511033,0.522047,9.701586,1,0,0,0,67,0.00014,193,0.77669,1666
balance,balance,0.031926,0.026341,0,0.666667,0.389077,0.333333,0.150032,3,0.00017,3,0.496935,0.502056,0.009434,0,1,0,0,20,0.000282,90,0.964912,165
bald,bald,0.036224,0.11639,0,1,0.587291,1,0.150027,6,0.000188,3,0.502584,0.507197,0.137161,0,0,1,0,26,0.000239,41,0.933333,280
ball,ball,0.045531,0.066093,0,1,0.064163,0.666667,0.150025,4,0.000251,3,0.506949,0.513936,6.849618,0,0,0.666667,0.333333,43,0.000212,103,0.696864,600
balloon,balloon,0.021396,0.027605,0.002689,0.933333,0.322888,0.666667,0.150068,0,0.000426,2,0.515548,0.530158,48.104963,0,0.2,0.133333,0.666667,90,0.000573,115,0.631001,2471
band,band,0.011734,0.015236,0.006765,0.916667,0.425125,0,0.15002,5,0.000479,2,0.519217,0.537012,11.691777,1,0,0,0,110,0.000162,245,0.856439,5041
bandeau,bandeau,0.018979,0.06738,0,1,0.081527,0.3125,0.150089,9,0.00049,2,0.519217,0.537012,40.579982,0,1,0,0,110,0.000797,28,0.706932,4161
bangle,bangle,0.020834,0.074235,0.002766,0.777778,0.26496,0.444444,0.150046,9,0.000395,2,0.514457,0.528101,19.538653,0,1,0,0,84,0.000393,121,0.726124,2471
bare,bare,0.032305,0.06039,0.000718,0.873418,0.237469,0.586498,0.150746,0,0.003834,2,0.743629,0.827622,20259.286997,0.088608,0.324895,0.43038,0.156118,958,0.006163,197,0.165473,75695
basic,basic,0.026642,0.035988,0,1,0.078672,0.5,0.150064,7,0.000313,3,0.510318,0.520448,5.864432,0,0.1,0,0.9,62,0.00054,58,0.801093,1466
bask,bask,0.019861,0.064648,0,0.571429,0.155108,0.285714,0.15003,9,0.000289,3,0.508894,0.517706,0.285193,0,1,0,0,54,0.000249,283,0.955733,1317
basket,basket,0.041765,0.039426,0,0.75,0.24946,0.25,0.150037,4,0.000292,2,0.508894,0.517478,14.626156,0,0.25,0.5,0.25,53,0.000321,27,0.639517,848
bauble,bauble,0.037679,0.144296,0,1,0.383442,0,0.15002,2,0.000179,3,0.499145,0.503998,0.045949,0,1,0,0,22,0.00017,128,0.92381,194
be,be,0.02477,0.031513,0,1,0.220208,0.3,0.150124,6,0.000664,3,0.526715,0.550948,214.566953,0,0.3,0.25,0.45,151,0.001043,202,0.485459,5425
beach,beach,0.035678,0.03251,0,0.918919,0.142424,0.567568,0.150315,0,0.000762,2,0.532676,0.561343,268.691854,0.054054,0.189189,0.621622,0.135135,181,0.002817,38,0.501179,8074
bead,bead,0.018107,0.071574,0.00183,1,0.325835,0.142857,0.150089,9,0.000839,2,0.537583,0.569911,266.248571,0.035714,0.964286,0,0,206,0.000739,149,0.53056,11094
beaded,beaded,0.011685,0.045119,0,1,0.009149,0,0.150011,9,0.000269,3,0.507655,0.515536,0.04379,0,1,0,0,48,0.000093,28,0.983349,1063
beautiful,beautiful,0.008545,0.010457,0.002512,1,0.310028,0.2,0.150023,5,0.00087,2,0.542581,0.578478,189.688564,0.04,0.04,0.88,0.04,231,0.000184,263,0.724625,19083
beauty,beauty,0.043244,0.047517,0,0.909091,0.530879,0.272727,0.150076,2,0.000444,2,0.516826,0.532557,37.765299,0.818182,0.181818,0,0,97,0.000696,181,0.650439,2966
become,become,0.006676,0.00713,0.002855,1,0.258281,0.136364,0.150013,5,0.000673,2,0.532287,0.560658,0.841975,0,0,1,0,179,0.000101,199,0.988574,15573
bed,bed,0.040332,0.040198,0.001279,0.883721,0.299276,0.55814,0.150225,0,0.001015,2,0.545217,0.582934,624.136442,0.232558,0,0.674419,0.093023,244,0.001938,104,0.433765,12754
begin,begin,0.007282,0.009936,0.002974,1,0.259761,0.125,0.150018,5,0.000877,2,0.543592,0.580192,198.906023,0.083333,0,0.916667,0,236,0.000142,133,0.700636,19264
beige,beige,0.022568,0.053778,0.002251,0.95122,0.333768,0.292683,0.150128,2,0.001156,2,0.554753,0.598698,745.752184,0.609756,0.317073,0.02439,0.04878,290,0.001058,71,0.400735,16677
bella,bella,0.050125,0.022109,0,1,0.058513,0.857143,0.150148,0,0.000229,3,0.503103,0.509596,6.352968,0,0,1,0,35,0.001493,138,0.693405,389
belly,belly,0.059599,0.069689,0.01009,1,0.464866,1,0.150088,6,0.000149,3,0.497273,0.500914,0.738214,0,0,1,0,14,0.000918,41,0.75641,59
belt,belt,0.033942,0.049716,0.000672,0.898305,0.140385,0.288136,0.150258,9,0.001986,2,0.603142,0.671008,3521.468126,0.237288,0.40678,0.186441,0.169492,501,0.002186,188,0.270669,33766
bench,bench,0.035252,0.039392,0,0.818182,0.191666,0.272727,0.150091,1,0.000546,2,0.521817,0.541809,93.861077,0.272727,0.272727,0.454545,0,124,0.000813,91,0.587498,4408
bent,bent,0.021432,0.073383,0.0023,0.782609,0.234417,0.434783,0.150176,2,0.000905,3,0.539172,0.572881,501.430909,0.043478,0.652174,0.173913,0.130435,215,0.001547,26,0.394059,8981
big,big,0.048134,0.099303,0,1,0.257241,0.25,0.15004,2,0.000245,3,0.506597,0.51348,4.04745,0,0.25,0.75,0,42,0.000354,141,0.75122,616
bike,bike,0.029398,0.032273,0,0.666667,0.133281,1,0.150036,6,0.000219,3,0.503624,0.509481,3.933969,0,0,1,0,33,0.000319,41,0.754032,374
biker,biker,0.025351,0.055059,0,1,0.285926,0.285714,0.150032,9,0.000512,2,0.520143,0.538725,60.577263,0,0.857143,0,0.142857,115,0.00027,100,0.624903,4025
bikini,bikini,0.031435,0.048822,0.000508,0.795918,0.327631,0.673469,0.150286,7,0.000948,2,0.542178,0.577793,504.689179,0,0.367347,0.265306,0.367347,229,0.002469,280,0.439408,11371
bio,bio,0.024651,0.046029,0,0.911111,0.47261,0.355556,0.150106,2,0.001119,2,0.552442,0.594928,623.331051,0.933333,0,0,0.066667,279,0.000856,6,0.425395,16379
birkin,birkin,0.034975,0.069765,0,1,0.250374,0.5,0.150055,4,0.000249,3,0.506949,0.513936,1.800206,0,0,1,0,43,0.000478,91,0.857143,738
bisous,bisous,0.044761,0.057393,0,0.2,0.374726,0.4,0.150073,4,0.000181,3,0.503451,0.507539,0.011472,0,0,1,0,25,0.000695,206,0.938406,259
bistro,bistro,0.04367,0.073409,0,1,0.016214,0,0.150045,7,0.000245,3,0.506773,0.513594,0.075149,0,1,0,0,42,0.000381,261,0.960976,788
bit,bit,0.039236,0.085496,0,1,0.243957,0.25,0.150041,7,0.000259,3,0.506421,0.513594,8.421043,0,1,0,0,43,0.000361,260,0.772358,665
blazer,blazer,0.023257,0.070874,0.014917,1,0.205449,0.034483,0.150111,9,0.000924,2,0.542581,0.578478,294.210312,0,1,0,0,231,0.000933,11,0.49364,13000
blend,blend,0.019415,0.080653,0.000265,0.957447,0.144123,0.255319,0.150141,9,0.00116,2,0.554121,0.59767,836.244365,0.042553,0.957447,0,0,287,0.001163,12,0.405423,16523
blond,blond,0.036853,0.059115,0.000671,0.955128,0.217634,0.339744,0.150565,9,0.003084,2,0.682733,0.767649,11654.563598,0.089744,0.467949,0.339744,0.102564,783,0.004776,37,0.202,61685
bloom,bloom,0.025236,0.09946,0,0.857143,0.281886,0.142857,0.150041,2,0.000443,3,0.51646,0.5321,48.411329,0.285714,0.571429,0.142857,0,96,0.000354,128,0.66495,2969
blouse,blouse,0.031211,0.061403,0.006047,1,0.341543,0,0.150046,9,0.000639,3,0.526525,0.550605,135.627535,0.1,0.9,0,0,150,0.000381,268,0.545619,6016
blush,blush,0.015386,0.056335,0,1,0.330865,0,0.150012,4,0.000233,3,0.496765,0.506054,0,1,0,0,0,38,0.000107,54,0.989489,659
boat,boat,0.033127,0.03918,0,1,0.276782,0.818182,0.150079,7,0.000297,2,0.50925,0.518163,9.187226,0,0,0.181818,0.818182,55,0.00067,58,0.746331,1068
body,body,0.028737,0.072994,0.002251,0.816667,0.390513,0.5,0.150266,7,0.001636,2,0.581738,0.640507,2220.114403,0.066667,0.5,0.15,0.283333,412,0.002266,210,0.327696,27610
bodycon,bodycon,0.025436,0.121518,0,0.952381,0.10079,0.428571,0.150105,9,0.000364,3,0.51211,0.523875,24.232254,0,0.952381,0,0.047619,72,0.00091,261,0.699799,1739
bodysuit,bodysuit,0.029065,0.071666,0,1,0.238458,0.714286,0.150063,7,0.000353,3,0.511571,0.522847,31.304932,0,0.571429,0,0.428571,69,0.000557,220,0.636962,1451
bold,bold,0.02639,0.058657,0.004589,0.95,0.136248,0.4,0.15009,9,0.000946,2,0.543389,0.579849,434.182302,0.4,0.6,0,0,235,0.000764,178,0.467444,12743
bomber,bomber,0.030028,0.078831,0.002641,1,0.056426,0.25,0.150022,9,0.000375,3,0.51319,0.526159,9.77569,0,1,0,0,79,0.000188,221,0.8002,2403
bonsoir,bonsoir,0.067876,0.084241,0,0.333333,0.306771,1,0.150066,2,0.000162,3,0.499658,0.503427,0.070132,0,0,1,0,18,0.000655,169,0.889706,121
book,book,0.037607,0.018501,0,0.571429,0.241958,0.5,0.1501,0,0.000565,2,0.522939,0.543866,92.198882,0.142857,0,0.857143,0,130,0.000861,25,0.56141,4635
boot,boot,0.035676,0.050349,0.000512,0.941667,0.128382,0.433333,0.150504,9,0.002356,2,0.625643,0.700822,5925.973322,0.016667,0.55,0.216667,0.216667,588,0.004272,20,0.235379,40483
bootcut,bootcut,0.030983,0.058408,0,1,0.092418,0.5,0.150042,9,0.000225,3,0.504844,0.511195,0.943189,0,1,0,0,37,0.000374,287,0.887302,559
boran,boran,0.01645,0.01279,0,1,0.177738,0,0.150021,5,0.000314,3,0.509783,0.519648,0.737493,1,0,0,0,60,0.000167,46,0.949737,1625
bottle,bottle,0.037484,0.040982,0,0.642857,0.648594,0.357143,0.150063,2,0.000529,3,0.5207,0.539982,85.648283,0.857143,0,0.142857,0,119,0.000547,69,0.574823,3968
bottom,bottom,0.025621,0.066047,0.00415,1,0.27893,0.166667,0.150048,9,0.000323,3,0.509605,0.520448,11.748628,0,1,0,0,64,0.000425,141,0.71787,1402
boucle,boucle,0.028785,0.072559,0,1,0.539098,0.125,0.150053,9,0.000292,3,0.509072,0.518049,8.888399,0,1,0,0,55,0.000484,89,0.712788,1020
boutique,boutique,0.015489,0.017336,0,1,0.144804,0.384615,0.150042,5,0.000661,2,0.527858,0.552776,134.162156,1,0,0,0,156,0.000338,193,0.536489,6403
bow,bow,0.034915,0.073581,0.001118,0.807692,0.144519,0.230769,0.150157,9,0.00079,2,0.534628,0.56477,277.516471,0.192308,0.730769,0,0.076923,191,0.001372,16,0.501754,9009
box,box,0.048005,0.040027,0,1,0.343941,0.5,0.150023,2,0.000334,3,0.510318,0.52159,13.704049,0.75,0,0,0.25,67,0.000191,116,0.717483,1539
boxy,boxy,0.018117,0.037752,0.005133,1,0.207302,0.166667,0.150021,9,0.000622,2,0.526335,0.550034,118.621548,0.333333,0.666667,0,0,148,0.000172,162,0.557171,5979
boy,boy,0.048579,0.060623,0,1,0.300354,0,0.150008,1,0.000275,3,0.506421,0.514736,0.010101,0,0,1,0,48,0.000066,76,0.991674,1072
bracelet,bracelet,0.030719,0.050809,0,0.933333,0.449219,0.466667,0.150206,1,0.001213,2,0.557083,0.602467,932.228391,0.288889,0.311111,0.111111,0.288889,301,0.001817,68,0.391215,17546
bralette,bralette,0.031009,0.042044,0,1,0.182492,0.6,0.150022,9,0.000421,2,0.515912,0.530843,23.0315,0,1,0,0,92,0.000184,287,0.719414,2946
brand,brand,0.025756,0.04831,0,0.714286,0.176044,0.428571,0.150049,9,0.000492,2,0.519217,0.537012,67.473975,0,0.714286,0,0.285714,110,0.000426,185,0.571696,3365
breasted,breasted,0.020569,0.07728,0.020687,1,0.195294,0,0.150087,9,0.00099,2,0.546442,0.58499,378.728407,0.037037,0.962963,0,0,250,0.000716,249,0.480405,14833
brick,brick,0.023988,0.034643,0.001035,1,0.494337,0.285714,0.150028,5,0.00078,3,0.534628,0.564999,244.741306,0.571429,0.142857,0.285714,0,192,0.000236,56,0.501295,9096
bright,bright,0.025079,0.115457,0,0.888889,0.102837,0.333333,0.150046,9,0.000303,3,0.50925,0.518392,10.256192,0,1,0,0,56,0.000387,261,0.779798,1158
bring,bring,0.016021,0.012397,0.001794,1,0.205457,0.257143,0.150091,7,0.001248,2,0.563756,0.613091,1016.674182,0.257143,0,0.714286,0.028571,332,0.000811,85,0.492118,26877
british,british,0.007932,0.008707,0,1,0.291864,0,0.150009,5,0.000384,3,0.513913,0.527302,21.396559,1,0,0,0,82,0.000073,171,0.729321,2363
broderie,broderie,0.033395,0.117091,0,0.8,0.171309,0.2,0.15004,9,0.000268,3,0.507655,0.515536,5.24582,0,1,0,0,48,0.000348,194,0.786309,850
brooklyn,brooklyn,0.023644,0.029341,0,1,0.302588,0.875,0.150033,5,0.000282,3,0.508362,0.516678,0.550641,0,1,0,0,51,0.000272,40,0.951837,1166
brunch,brunch,0.023644,0.029341,0,1,0.302588,0.875,0.150033,5,0.000282,3,0.508362,0.516678,0.550641,0,1,0,0,51,0.000272,40,0.951837,1166
brush,brush,0.042273,0.077037,0,1,0.231478,0,0.150029,0,0.000295,3,0.507478,0.516792,14.072745,0.333333,0,0.666667,0,54,0.00026,107,0.711176,980
bt,bt,0.060186,0.053112,0,1,0.183831,0.5,0.150073,4,0.000182,3,0.503451,0.507539,0.113971,0,0,1,0,25,0.000729,169,0.913043,252
bucket,bucket,0.037344,0.082481,0,1,0.483383,0,0.150036,6,0.000232,3,0.505895,0.512337,1.313614,0,1,0,0,39,0.000308,177,0.874822,615
buckle,buckle,0.018253,0.057079,0.005035,1,0.078655,0.111111,0.150032,9,0.000615,3,0.525766,0.549235,109.215143,0.111111,0.888889,0,0,146,0.000262,257,0.594157,6203
building,building,0.029494,0.02202,0.000874,0.83871,0.259183,0.322581,0.150188,0,0.001271,2,0.560292,0.607608,1292.280105,0.290323,0.096774,0.548387,0.064516,316,0.00164,200,0.35412,17513
bustier,bustier,0.018688,0.05812,0,1,0.052972,0.111111,0.150032,9,0.000503,2,0.519957,0.538382,68.01416,0.222222,0.777778,0,0,114,0.000262,254,0.610303,3862
busty,busty,0.022596,0.035213,0.001954,1,0.196391,0.75,0.150017,9,0.00052,2,0.520885,0.540096,90.544915,0.25,0.5,0.25,0,119,0.000143,231,0.560481,3869
button,button,0.032165,0.061518,0.003505,0.842105,0.172765,0.263158,0.1502,9,0.001498,2,0.574636,0.629883,1527.817306,0.236842,0.473684,0.263158,0.026316,381,0.001702,24,0.34641,24945
byzantin,byzantin,0.015322,0.070233,0,0.666667,0.593221,0.666667,0.150011,2,0.000311,3,0.509427,0.519648,3.599441,1,0,0,0,61,0.000089,69,0.880791,1559
c,c,0.027592,0.05037,0.000611,1,0.348436,0.066667,0.150065,2,0.000896,2,0.540571,0.575051,365.712108,0.533333,0,0.466667,0,221,0.000545,255,0.491366,11837
calendar,calendar,0.025552,0.043564,0,1,0.27919,0.285714,0.150055,6,0.000248,3,0.506949,0.513936,0.328252,0,0,0,1,43,0.000472,206,0.937282,807
californian,californian,0.027862,0.050845,0,1,0.398074,0.333333,0.150015,5,0.00032,2,0.510676,0.520905,7.751527,1,0,0,0,63,0.000125,193,0.797462,1508
call,call,0.033013,0.045583,0,0.727273,0.249281,0.454545,0.150074,6,0.000503,2,0.519032,0.536669,100.703116,0,0.181818,0.272727,0.545455,109,0.000628,23,0.575632,3326
